source,target,weight,street_name,highway_type,oneway,maxspeed,length_meters
414,415,118,Fort Washington Avenue,secondary,False,N/A,118.24
415,414,118,Fort Washington Avenue,secondary,False,N/A,118.24
414,416,158,West 164th Street,residential,True,N/A,157.56
415,417,105,West 165th Street,secondary,False,N/A,105.31
417,415,105,West 165th Street,secondary,False,N/A,105.31
415,414,118,Fort Washington Avenue,secondary,False,N/A,118.24
414,415,118,Fort Washington Avenue,secondary,False,N/A,118.24
415,418,184,West 165th Street,secondary,False,N/A,184.13
418,415,184,West 165th Street,secondary,False,N/A,184.13
415,419,228,Fort Washington Avenue,secondary,False,N/A,227.69
419,415,228,Fort Washington Avenue,secondary,False,N/A,227.69
419,415,228,Fort Washington Avenue,secondary,False,N/A,227.69
415,419,228,Fort Washington Avenue,secondary,False,N/A,227.69
419,420,78,Fort Washington Avenue,secondary,False,25 mph,77.55
420,419,78,Fort Washington Avenue,secondary,False,25 mph,77.55
419,421,234,West 168th Street,tertiary,False,N/A,233.73
421,419,234,West 168th Street,tertiary,False,N/A,233.73
420,419,78,Fort Washington Avenue,secondary,False,25 mph,77.55
419,420,78,Fort Washington Avenue,secondary,False,25 mph,77.55
420,422,77,Fort Washington Avenue,secondary,False,25 mph,77.40
422,420,77,Fort Washington Avenue,secondary,False,25 mph,77.40
422,420,77,Fort Washington Avenue,secondary,False,25 mph,77.40
420,422,77,Fort Washington Avenue,secondary,False,25 mph,77.40
422,423,78,Fort Washington Avenue,secondary,False,25 mph,78.38
423,422,78,Fort Washington Avenue,secondary,False,25 mph,78.38
423,424,128,West 171st Street,residential,True,N/A,127.82
423,425,77,Fort Washington Avenue,secondary,False,25 mph,77.41
425,423,77,Fort Washington Avenue,secondary,False,25 mph,77.41
423,422,78,Fort Washington Avenue,secondary,False,25 mph,78.38
422,423,78,Fort Washington Avenue,secondary,False,25 mph,78.38
425,426,171,West 172nd Street,residential,True,N/A,171.36
425,423,77,Fort Washington Avenue,secondary,False,25 mph,77.41
423,425,77,Fort Washington Avenue,secondary,False,25 mph,77.41
425,427,79,Fort Washington Avenue,secondary,False,25 mph,79.22
427,425,79,Fort Washington Avenue,secondary,False,25 mph,79.22
427,428,202,West 173rd Street,residential,True,N/A,202.36
427,425,79,Fort Washington Avenue,secondary,False,25 mph,79.22
425,427,79,Fort Washington Avenue,secondary,False,25 mph,79.22
427,429,78,Fort Washington Avenue,secondary,False,25 mph,77.92
429,427,78,Fort Washington Avenue,secondary,False,25 mph,77.92
429,430,149,West 174th Street,residential,True,N/A,149.26
429,427,78,Fort Washington Avenue,secondary,False,25 mph,77.92
427,429,78,Fort Washington Avenue,secondary,False,25 mph,77.92
429,431,56,Fort Washington Avenue,secondary,False,25 mph,56.43
431,429,56,Fort Washington Avenue,secondary,False,25 mph,56.43
431,432,79,Fort Washington Avenue,secondary,False,25 mph,79.26
432,431,79,Fort Washington Avenue,secondary,False,25 mph,79.26
431,429,56,Fort Washington Avenue,secondary,False,25 mph,56.43
429,431,56,Fort Washington Avenue,secondary,False,25 mph,56.43
432,433,134,West 176th Street,residential,True,25 mph,134.43
432,431,79,Fort Washington Avenue,secondary,False,25 mph,79.26
431,432,79,Fort Washington Avenue,secondary,False,25 mph,79.26
432,434,73,Fort Washington Avenue,secondary,False,25 mph,73.29
434,432,73,Fort Washington Avenue,secondary,False,25 mph,73.29
434,435,98,Fort Washington Avenue,secondary,False,25 mph,97.76
435,434,98,Fort Washington Avenue,secondary,False,25 mph,97.76
434,436,79,West 177th Street,residential,True,25 mph,79.31
434,432,73,Fort Washington Avenue,secondary,False,25 mph,73.29
432,434,73,Fort Washington Avenue,secondary,False,25 mph,73.29
437,438,78,Fort Washington Avenue,secondary,False,20 mph,77.76
438,437,78,Fort Washington Avenue,secondary,False,20 mph,77.76
437,439,108,Fort Washington Avenue,secondary,False,20 mph,108.22
439,437,108,Fort Washington Avenue,secondary,False,20 mph,108.22
437,440,196,West 180th Street,residential,True,20 mph,196.40
439,441,86,West 181st Street,primary,False,20 mph,85.52
441,439,86,West 181st Street,primary,False,20 mph,85.52
439,442,83,West 181st Street,primary,False,20 mph,82.68
442,439,83,West 181st Street,primary,False,20 mph,82.68
439,443,141,Fort Washington Avenue,secondary,False,20 mph,141.08
443,439,141,Fort Washington Avenue,secondary,False,20 mph,141.08
439,437,108,Fort Washington Avenue,secondary,False,20 mph,108.22
437,439,108,Fort Washington Avenue,secondary,False,20 mph,108.22
443,444,143,Fort Washington Avenue,secondary,False,20 mph,142.92
444,443,143,Fort Washington Avenue,secondary,False,20 mph,142.92
443,439,141,Fort Washington Avenue,secondary,False,20 mph,141.08
439,443,141,Fort Washington Avenue,secondary,False,20 mph,141.08
444,445,81,West 185th Street,residential,False,20 mph,81.21
445,444,81,West 185th Street,residential,False,20 mph,81.21
444,446,198,Fort Washington Avenue,secondary,False,20 mph,197.87
446,444,198,Fort Washington Avenue,secondary,False,20 mph,197.87
444,443,143,Fort Washington Avenue,secondary,False,20 mph,142.92
443,444,143,Fort Washington Avenue,secondary,False,20 mph,142.92
446,447,77,West 187th Street,residential,False,20 mph,76.60
447,446,77,West 187th Street,residential,False,20 mph,76.60
446,444,198,Fort Washington Avenue,secondary,False,20 mph,197.87
444,446,198,Fort Washington Avenue,secondary,False,20 mph,197.87
446,448,249,Fort Washington Avenue,secondary,False,20 mph,248.61
448,446,249,Fort Washington Avenue,secondary,False,20 mph,248.61
448,449,309,"['West 190th Street', 'Overlook Terrace']",tertiary,False,20 mph,308.77
449,448,309,"['West 190th Street', 'Overlook Terrace']",tertiary,False,20 mph,308.77
448,450,269,Fort Washington Avenue,tertiary,False,20 mph,268.89
450,448,269,Fort Washington Avenue,tertiary,False,20 mph,268.89
448,451,87,West 190th Street,residential,False,20 mph,86.89
451,448,87,West 190th Street,residential,False,20 mph,86.89
448,446,249,Fort Washington Avenue,secondary,False,20 mph,248.61
446,448,249,Fort Washington Avenue,secondary,False,20 mph,248.61
452,453,215,Spruce Street,residential,True,25 mph,214.63
453,454,35,Gold Street,residential,False,25 mph,35.36
454,453,35,Gold Street,residential,False,25 mph,35.36
453,455,76,Gold Street,residential,False,25 mph,75.98
455,453,76,Gold Street,residential,False,25 mph,75.98
456,457,95,Fletcher Street,unclassified,True,25 mph,95.02
456,458,40,Pearl Street,residential,True,25 mph,39.60
457,459,58,Fletcher Street,unclassified,True,25 mph,58.20
457,460,37,Water Street,primary,False,25 mph,37.38
460,457,37,Water Street,primary,False,25 mph,37.38
457,461,78,Water Street,primary,False,25 mph,77.85
461,457,78,Water Street,primary,False,25 mph,77.85
459,462,34,Front Street,residential,True,25 mph,33.74
459,463,90,Fletcher Street,residential,True,25 mph,90.42
463,464,66,South Street,primary,False,25 mph,65.54
464,463,66,South Street,primary,False,25 mph,65.54
463,465,30,South Street,primary,False,25 mph,30.23
465,463,30,South Street,primary,False,25 mph,30.23
466,467,63,Centre Street,secondary,True,25 mph,63.16
466,468,10,Reade Street,unclassified,True,25 mph,9.83
347,469,75,Centre Street,secondary,True,25 mph,75.15
347,470,89,Worth Street,residential,False,25 mph,88.90
470,347,89,Worth Street,residential,False,25 mph,88.90
347,345,162,Worth Street,residential,False,25 mph,162.04
345,347,162,Worth Street,residential,False,25 mph,162.04
469,471,87,Leonard Street,residential,True,25 mph,86.94
469,472,150,Centre Street,secondary,True,25 mph,149.97
472,473,89,Centre Street,secondary,True,25 mph,89.30
472,474,75,White Street,residential,True,25 mph,75.21
473,475,52,Centre Street,secondary,True,25 mph,51.67
473,476,77,Walker Street,tertiary,True,25 mph,76.73
475,477,85,Centre Street,secondary,True,25 mph,85.39
475,478,67,Canal Street,primary,False,25 mph,66.98
478,475,67,Canal Street,primary,False,25 mph,66.98
475,479,75,Canal Street,primary,False,25 mph,74.91
479,475,75,Canal Street,primary,False,25 mph,74.91
477,480,31,Centre Street,secondary,True,25 mph,31.42
480,481,116,Centre Street,secondary,True,25 mph,116.20
480,482,60,Howard Street,residential,True,25 mph,59.88
481,483,42,Grand Street,secondary,True,N/A,42.41
481,484,136,Centre Street,secondary,True,25 mph,135.66
484,485,72,Cleveland Place,secondary,True,25 mph,71.72
484,486,52,Broome Street,secondary,True,25 mph,52.11
487,488,115,Pitt Street,residential,True,25 mph,115.41
487,489,86,Samuel Dickstein Plaza,secondary,False,25 mph,86.01
489,487,86,Samuel Dickstein Plaza,secondary,False,25 mph,86.01
487,490,83,Grand Street,primary,False,25 mph,83.48
490,487,83,Grand Street,primary,False,25 mph,83.48
487,491,223,Grand Street,primary,False,25 mph,222.98
491,487,223,Grand Street,primary,False,25 mph,222.98
488,492,65,Pitt Street,residential,True,25 mph,64.72
492,493,59,Pitt Street,residential,True,25 mph,59.35
492,494,72,Delancey Street,residential,True,25 mph,72.32
493,495,80,Delancey Street,residential,True,25 mph,80.25
493,496,30,Pitt Street,residential,True,25 mph,30.03
497,498,79,Rivington Street,residential,True,25 mph,79.39
497,499,137,Pitt Street,residential,True,25 mph,136.64
499,500,135,Stanton Street,residential,False,25 mph,135.31
500,499,135,Stanton Street,residential,False,25 mph,135.31
499,501,141,Pitt Street,residential,True,25 mph,141.33
501,502,14,Avenue C,secondary,False,25 mph,14.17
502,501,14,Avenue C,secondary,False,25 mph,14.17
501,503,232,East Houston Street,primary,True,25 mph,231.64
504,505,116,East 20th Street,residential,True,25 mph,116.17
504,506,74,5th Avenue,secondary,True,25 mph,74.05
507,504,309,West 20th Street,residential,True,25 mph,309.29
507,508,75,6th Avenue,secondary,True,25 mph,74.53
509,507,274,West 20th Street,residential,True,25 mph,273.81
509,510,74,7th Avenue,secondary,True,25 mph,74.43
511,509,274,West 20th Street,residential,True,25 mph,274.18
511,512,74,8th Avenue,secondary,True,25 mph,74.16
513,511,278,West 20th Street,residential,True,25 mph,277.70
513,514,74,9th Avenue,secondary,True,25 mph,74.05
515,516,224,West 20th Street,unclassified,True,25 mph,224.08
515,513,270,West 20th Street,residential,True,25 mph,269.91
515,517,74,10th Avenue,primary,True,25 mph,73.78
516,518,80,11th Avenue,trunk,True,30 mph,79.56
519,520,9,Battery Place,residential,False,25 mph,8.91
520,519,9,Battery Place,residential,False,25 mph,8.91
519,521,75,West Thames Street,residential,True,25 mph,74.97
521,522,59,South End Avenue,residential,False,25 mph,59.24
522,521,59,South End Avenue,residential,False,25 mph,59.24
521,523,76,South End Avenue,residential,False,25 mph,76.04
523,521,76,South End Avenue,residential,False,25 mph,76.04
521,524,64,West Thames Street,residential,False,25 mph,64.18
524,521,64,West Thames Street,residential,False,25 mph,64.18
521,520,75,West Thames Street,residential,True,25 mph,74.84
525,526,311,West 24th Street,residential,True,25 mph,310.66
525,527,78,6th Avenue,secondary,True,25 mph,78.34
528,525,274,West 24th Street,residential,True,25 mph,273.89
528,529,84,7th Avenue,secondary,True,25 mph,83.59
530,528,274,West 24th Street,residential,True,25 mph,273.78
530,531,79,8th Avenue,secondary,True,25 mph,78.58
532,533,10,West 24th Street,residential,True,25 mph,10.15
532,534,83,9th Avenue,secondary,True,25 mph,82.65
535,536,78,10th Avenue,primary,True,25 mph,78.50
535,532,270,West 24th Street,residential,True,25 mph,270.13
537,538,18,West 24th Street,secondary,False,25 mph,17.93
538,537,18,West 24th Street,secondary,False,25 mph,17.93
537,539,170,12th Avenue,trunk,True,30 mph,170.50
537,540,163,West 24th Street,secondary,False,25 mph,163.15
540,537,163,West 24th Street,secondary,False,25 mph,163.15
541,542,78,9th Avenue,tertiary,False,N/A,77.69
542,541,78,9th Avenue,tertiary,False,N/A,77.69
541,543,146,9th Avenue,tertiary,False,N/A,145.60
543,541,146,9th Avenue,tertiary,False,N/A,145.60
544,545,22,West 220th Street,residential,False,N/A,21.84
545,544,22,West 220th Street,residential,False,N/A,21.84
544,541,132,West 220th Street,residential,True,N/A,132.35
544,546,89,Broadway,primary,True,N/A,89.29
547,548,88,West 127th Street,residential,True,N/A,87.71
549,547,79,Saint Nicholas Terrace,residential,True,N/A,79.08
550,549,79,Saint Nicholas Terrace,residential,True,N/A,79.26
550,551,169,West 129th Street,residential,False,N/A,168.75
551,550,169,West 129th Street,residential,False,N/A,168.75
552,550,79,Saint Nicholas Terrace,residential,True,N/A,79.15
552,553,203,West 130th Street,residential,False,N/A,203.24
553,552,203,West 130th Street,residential,False,N/A,203.24
554,552,453,Saint Nicholas Terrace,residential,True,N/A,452.94
554,555,108,West 135th Street,tertiary,False,N/A,108.09
555,554,108,West 135th Street,tertiary,False,N/A,108.09
556,557,79,Convent Avenue,tertiary,False,N/A,78.53
557,556,79,Convent Avenue,tertiary,False,N/A,78.53
556,554,495,Saint Nicholas Terrace,residential,True,N/A,494.79
556,558,132,West 140th Street,residential,True,N/A,132.39
556,555,397,Convent Avenue,tertiary,False,N/A,396.92
555,556,397,Convent Avenue,tertiary,False,N/A,396.92
559,560,84,Grand Street,primary,False,25 mph,84.43
560,559,84,Grand Street,primary,False,25 mph,84.43
559,561,39,Grand Street,primary,False,25 mph,38.66
561,559,39,Grand Street,primary,False,25 mph,38.66
562,559,78,Jackson Street,residential,True,25 mph,77.98
562,563,150,Jackson Street,residential,False,25 mph,149.97
563,562,150,Jackson Street,residential,False,25 mph,149.97
562,564,260,Madison Street,residential,False,25 mph,260.21
564,562,260,Madison Street,residential,False,25 mph,260.21
562,192,121,Madison Street,residential,False,25 mph,121.46
192,562,121,Madison Street,residential,False,25 mph,121.46
565,566,205,"['FDR Drive', 'Jackson Street']",residential,True,25 mph,205.08
565,563,77,Jackson Street,residential,False,25 mph,77.18
563,565,77,Jackson Street,residential,False,25 mph,77.18
567,568,86,5th Avenue,secondary,True,25 mph,86.32
567,569,156,East 58th Street,residential,True,25 mph,155.85
570,567,63,West 58th Street,residential,True,25 mph,62.77
571,572,80,Audubon Avenue,tertiary,False,N/A,80.06
572,571,80,Audubon Avenue,tertiary,False,N/A,80.06
571,573,79,Audubon Avenue,tertiary,False,N/A,79.33
573,571,79,Audubon Avenue,tertiary,False,N/A,79.33
574,571,134,West 192nd Street,residential,True,N/A,134.24
574,575,80,Saint Nicholas Avenue,secondary,False,N/A,80.34
575,574,80,Saint Nicholas Avenue,secondary,False,N/A,80.34
574,576,54,Saint Nicholas Avenue,secondary,False,25 mph,53.67
576,574,54,Saint Nicholas Avenue,secondary,False,25 mph,53.67
577,574,97,West 192nd Street,residential,True,N/A,97.32
577,576,113,Wadsworth Avenue,tertiary,False,N/A,113.15
576,577,113,Wadsworth Avenue,tertiary,False,N/A,113.15
577,578,84,Wadsworth Avenue,tertiary,False,N/A,83.97
578,577,84,Wadsworth Avenue,tertiary,False,N/A,83.97
579,41,84,West 192nd Street,residential,False,20 mph,84.30
41,579,84,West 192nd Street,residential,False,20 mph,84.30
579,580,51,Broadway,primary,False,N/A,51.42
580,579,51,Broadway,primary,False,N/A,51.42
579,581,135,Broadway,primary,False,N/A,134.52
581,579,135,Broadway,primary,False,N/A,134.52
41,579,84,West 192nd Street,residential,False,20 mph,84.30
579,41,84,West 192nd Street,residential,False,20 mph,84.30
41,582,160,Bennett Avenue,residential,True,20 mph,159.62
583,584,170,West 29th Street,residential,True,25 mph,170.27
583,585,79,5th Avenue,secondary,True,25 mph,79.13
584,586,141,West 29th Street,residential,True,25 mph,140.68
584,587,85,Broadway,tertiary,True,25 mph,85.01
586,588,78,6th Avenue,secondary,True,25 mph,77.84
586,589,275,West 29th Street,residential,True,25 mph,275.48
589,590,270,West 29th Street,residential,True,25 mph,270.43
589,591,80,7th Avenue,secondary,True,25 mph,79.71
590,592,279,West 29th Street,residential,True,25 mph,278.75
590,593,78,8th Avenue,secondary,True,25 mph,78.07
594,595,79,10th Avenue,primary,True,25 mph,79.09
594,596,274,West 29th Street,unclassified,True,25 mph,274.10
596,597,78,11th Avenue,secondary,True,25 mph,78.17
596,598,265,West 29th Street,unclassified,True,25 mph,265.43
598,599,19,West 29th Street,unclassified,True,25 mph,19.14
598,600,83,12th Avenue,trunk,True,30 mph,83.06
601,602,192,West 136th Street,residential,False,N/A,192.34
602,601,192,West 136th Street,residential,False,N/A,192.34
601,603,85,5th Avenue,secondary,False,25 mph,85.37
603,601,85,5th Avenue,secondary,False,25 mph,85.37
601,604,78,5th Avenue,secondary,False,25 mph,78.43
604,601,78,5th Avenue,secondary,False,25 mph,78.43
605,606,8,Broadway,primary,False,N/A,8.00
606,605,8,Broadway,primary,False,N/A,8.00
605,607,30,Sherman Avenue,secondary,True,N/A,30.32
605,42,176,Broadway,primary,False,N/A,176.29
42,605,176,Broadway,primary,False,N/A,176.29
607,608,23,Sherman Avenue,secondary,True,N/A,23.33
609,608,77,Sherman Avenue,secondary,False,N/A,77.39
608,609,77,Sherman Avenue,secondary,False,N/A,77.39
609,610,78,Sherman Avenue,secondary,False,N/A,78.33
610,609,78,Sherman Avenue,secondary,False,N/A,78.33
610,611,243,Arden Street,residential,True,N/A,243.48
610,612,79,Sherman Avenue,secondary,False,N/A,78.93
612,610,79,Sherman Avenue,secondary,False,N/A,78.93
610,609,78,Sherman Avenue,secondary,False,N/A,78.33
609,610,78,Sherman Avenue,secondary,False,N/A,78.33
612,613,228,Thayer Street,residential,True,N/A,228.42
612,614,85,Sherman Avenue,secondary,False,N/A,85.36
614,612,85,Sherman Avenue,secondary,False,N/A,85.36
612,610,79,Sherman Avenue,secondary,False,N/A,78.93
610,612,79,Sherman Avenue,secondary,False,N/A,78.93
614,615,121,Dyckman Street,primary,False,N/A,121.15
615,614,121,Dyckman Street,primary,False,N/A,121.15
614,616,117,Dyckman Street,primary,False,N/A,117.39
616,614,117,Dyckman Street,primary,False,N/A,117.39
614,617,210,Sherman Avenue,secondary,False,N/A,209.97
617,614,210,Sherman Avenue,secondary,False,N/A,209.97
614,612,85,Sherman Avenue,secondary,False,N/A,85.36
612,614,85,Sherman Avenue,secondary,False,N/A,85.36
617,618,119,Academy Street,tertiary,False,N/A,118.93
618,617,119,Academy Street,tertiary,False,N/A,118.93
617,619,122,Academy Street,tertiary,False,N/A,121.87
619,617,122,Academy Street,tertiary,False,N/A,121.87
617,620,176,Sherman Avenue,secondary,False,N/A,176.29
620,617,176,Sherman Avenue,secondary,False,N/A,176.29
617,614,210,Sherman Avenue,secondary,False,N/A,209.97
614,617,210,Sherman Avenue,secondary,False,N/A,209.97
620,621,119,West 204th Street,tertiary,False,N/A,118.98
621,620,119,West 204th Street,tertiary,False,N/A,118.98
620,617,176,Sherman Avenue,secondary,False,N/A,176.29
617,620,176,Sherman Avenue,secondary,False,N/A,176.29
620,622,177,Sherman Avenue,secondary,False,N/A,176.67
622,620,177,Sherman Avenue,secondary,False,N/A,176.67
620,623,122,West 204th Street,tertiary,False,N/A,122.11
623,620,122,West 204th Street,tertiary,False,N/A,122.11
622,624,131,Sherman Avenue,secondary,False,N/A,131.06
624,622,131,Sherman Avenue,secondary,False,N/A,131.06
622,625,119,West 207th Street,primary,False,N/A,118.85
625,622,119,West 207th Street,primary,False,N/A,118.85
622,626,122,West 207th Street,primary,False,N/A,122.11
626,622,122,West 207th Street,primary,False,N/A,122.11
622,620,177,Sherman Avenue,secondary,False,N/A,176.67
620,622,177,Sherman Avenue,secondary,False,N/A,176.67
624,627,90,Isham Street,tertiary,False,N/A,90.45
627,624,90,Isham Street,tertiary,False,N/A,90.45
624,628,129,Sherman Avenue,secondary,False,N/A,129.41
628,624,129,Sherman Avenue,secondary,False,N/A,129.41
624,629,119,Isham Street,tertiary,False,N/A,118.76
629,624,119,Isham Street,tertiary,False,N/A,118.76
624,622,131,Sherman Avenue,secondary,False,N/A,131.06
622,624,131,Sherman Avenue,secondary,False,N/A,131.06
628,630,27,10th Avenue,primary,False,N/A,27.28
630,628,27,10th Avenue,primary,False,N/A,27.28
628,627,157,10th Avenue,primary,False,N/A,156.83
627,628,157,10th Avenue,primary,False,N/A,156.83
628,624,129,Sherman Avenue,secondary,False,N/A,129.41
624,628,129,Sherman Avenue,secondary,False,N/A,129.41
631,632,79,Saint Nicholas Place,tertiary,False,N/A,78.60
632,631,79,Saint Nicholas Place,tertiary,False,N/A,78.60
631,633,88,West 150th Street,residential,False,N/A,88.29
633,631,88,West 150th Street,residential,False,N/A,88.29
632,631,79,Saint Nicholas Place,tertiary,False,N/A,78.60
631,632,79,Saint Nicholas Place,tertiary,False,N/A,78.60
632,634,49,West 151st Street,residential,True,N/A,49.23
632,635,79,Saint Nicholas Place,tertiary,False,N/A,79.33
635,632,79,Saint Nicholas Place,tertiary,False,N/A,79.33
635,636,81,Saint Nicholas Place,tertiary,False,N/A,80.70
636,635,81,Saint Nicholas Place,tertiary,False,N/A,80.70
635,632,79,Saint Nicholas Place,tertiary,False,N/A,79.33
632,635,79,Saint Nicholas Place,tertiary,False,N/A,79.33
636,637,83,West 153rd Street,residential,True,N/A,83.19
636,635,81,Saint Nicholas Place,tertiary,False,N/A,80.70
635,636,81,Saint Nicholas Place,tertiary,False,N/A,80.70
636,638,152,Saint Nicholas Place,tertiary,False,N/A,151.70
638,636,152,Saint Nicholas Place,tertiary,False,N/A,151.70
638,639,52,Edgecombe Avenue,tertiary,True,N/A,52.39
638,364,12,Saint Nicholas Place,tertiary,False,N/A,12.06
364,638,12,Saint Nicholas Place,tertiary,False,N/A,12.06
638,636,152,Saint Nicholas Place,tertiary,False,N/A,151.70
636,638,152,Saint Nicholas Place,tertiary,False,N/A,151.70
255,640,974,79th Street Transverse,secondary,False,25 mph,974.44
640,255,974,79th Street Transverse,secondary,False,25 mph,974.44
255,641,86,Central Park West,secondary,False,25 mph,85.71
641,255,86,Central Park West,secondary,False,25 mph,85.71
255,642,274,West 81st Street,secondary,False,25 mph,274.22
642,255,274,West 81st Street,secondary,False,25 mph,274.22
255,253,325,Central Park West,secondary,False,25 mph,324.60
253,255,325,Central Park West,secondary,False,25 mph,324.60
643,644,19,West 225th Street,primary,False,N/A,18.59
644,643,19,West 225th Street,primary,False,N/A,18.59
643,645,286,West 225th Street,primary,False,N/A,286.15
645,643,286,West 225th Street,primary,False,N/A,286.15
643,646,168,Broadway,primary,True,N/A,167.53
647,648,235,Marble Hill Avenue,residential,True,N/A,235.49
647,649,76,West 225th Street,residential,True,N/A,75.55
650,647,107,West 225th Street,residential,True,N/A,106.74
650,651,99,Jacobus Place,residential,False,N/A,99.03
651,650,99,Jacobus Place,residential,False,N/A,99.03
652,650,88,West 225th Street,residential,True,N/A,87.91
90,84,66,Hanover Square,residential,False,25 mph,66.41
84,90,66,Hanover Square,residential,False,25 mph,66.41
90,653,219,Pearl Street,residential,True,25 mph,218.99
90,654,78,"['William Street', 'Hanover Square']",residential,True,25 mph,78.39
290,289,78,York Avenue,secondary,False,N/A,78.26
289,290,78,York Avenue,secondary,False,N/A,78.26
290,655,217,East 61st Street,secondary,True,N/A,217.18
290,656,79,York Avenue,secondary,False,N/A,79.29
656,290,79,York Avenue,secondary,False,N/A,79.29
656,290,79,York Avenue,secondary,False,N/A,79.29
290,656,79,York Avenue,secondary,False,N/A,79.29
656,657,81,York Avenue,secondary,False,N/A,81.14
657,656,81,York Avenue,secondary,False,N/A,81.14
656,658,71,East 62nd Street,secondary,True,25 mph,70.69
657,659,215,East 63rd Street,tertiary,True,N/A,214.65
657,660,54,East 63rd Street,tertiary,True,25 mph,54.18
657,656,81,York Avenue,secondary,False,N/A,81.14
656,657,81,York Avenue,secondary,False,N/A,81.14
657,661,78,York Avenue,secondary,False,N/A,78.10
661,657,78,York Avenue,secondary,False,N/A,78.10
661,662,80,York Avenue,secondary,False,N/A,79.91
662,661,80,York Avenue,secondary,False,N/A,79.91
661,657,78,York Avenue,secondary,False,N/A,78.10
657,661,78,York Avenue,secondary,False,N/A,78.10
662,661,80,York Avenue,secondary,False,N/A,79.91
661,662,80,York Avenue,secondary,False,N/A,79.91
662,663,80,York Avenue,secondary,False,N/A,79.71
663,662,80,York Avenue,secondary,False,N/A,79.71
663,664,215,East 66th Street,tertiary,True,25 mph,215.37
663,662,80,York Avenue,secondary,False,N/A,79.71
662,663,80,York Avenue,secondary,False,N/A,79.71
663,665,79,York Avenue,secondary,False,N/A,79.01
665,663,79,York Avenue,secondary,False,N/A,79.01
665,666,214,East 67th Street,residential,True,25 mph,214.34
665,663,79,York Avenue,secondary,False,N/A,79.01
663,665,79,York Avenue,secondary,False,N/A,79.01
665,667,80,York Avenue,secondary,False,N/A,79.56
667,665,80,York Avenue,secondary,False,N/A,79.56
667,668,132,East 68th Street,unclassified,False,N/A,132.27
668,667,132,East 68th Street,unclassified,False,N/A,132.27
667,665,80,York Avenue,secondary,False,N/A,79.56
665,667,80,York Avenue,secondary,False,N/A,79.56
667,669,79,York Avenue,secondary,False,N/A,79.04
669,667,79,York Avenue,secondary,False,N/A,79.04
669,670,216,East 69th Street,residential,True,N/A,215.52
669,667,79,York Avenue,secondary,False,N/A,79.04
667,669,79,York Avenue,secondary,False,N/A,79.04
669,671,79,York Avenue,secondary,False,N/A,79.31
671,669,79,York Avenue,secondary,False,N/A,79.31
671,672,63,East 70th Street,unclassified,False,N/A,62.99
672,671,63,East 70th Street,unclassified,False,N/A,62.99
671,669,79,York Avenue,secondary,False,N/A,79.31
669,671,79,York Avenue,secondary,False,N/A,79.31
671,673,81,York Avenue,secondary,False,N/A,81.15
673,671,81,York Avenue,secondary,False,N/A,81.15
673,674,216,East 71st Street,tertiary,True,25 mph,215.97
673,398,68,East 71st Street,tertiary,False,25 mph,68.16
398,673,68,East 71st Street,tertiary,False,25 mph,68.16
673,675,86,York Avenue,secondary,False,N/A,85.99
675,673,86,York Avenue,secondary,False,N/A,85.99
673,671,81,York Avenue,secondary,False,N/A,81.15
671,673,81,York Avenue,secondary,False,N/A,81.15
675,676,182,East 72nd Street,residential,False,N/A,181.74
676,675,182,East 72nd Street,residential,False,N/A,181.74
675,677,217,East 72nd Street,secondary,False,N/A,216.72
677,675,217,East 72nd Street,secondary,False,N/A,216.72
675,673,86,York Avenue,secondary,False,N/A,85.99
673,675,86,York Avenue,secondary,False,N/A,85.99
675,678,87,York Avenue,secondary,False,N/A,86.65
678,675,87,York Avenue,secondary,False,N/A,86.65
678,679,179,East 73rd Street,tertiary,False,25 mph,178.94
679,678,179,East 73rd Street,tertiary,False,25 mph,178.94
678,680,215,East 73rd Street,residential,True,25 mph,214.73
678,681,80,York Avenue,secondary,False,N/A,80.06
681,678,80,York Avenue,secondary,False,N/A,80.06
678,675,87,York Avenue,secondary,False,N/A,86.65
675,678,87,York Avenue,secondary,False,N/A,86.65
681,682,217,East 74th Street,residential,False,N/A,216.82
682,681,217,East 74th Street,residential,False,N/A,216.82
681,683,81,York Avenue,secondary,False,N/A,81.01
683,681,81,York Avenue,secondary,False,N/A,81.01
681,678,80,York Avenue,secondary,False,N/A,80.06
678,681,80,York Avenue,secondary,False,N/A,80.06
683,684,226,East 75th Street,residential,False,N/A,225.92
684,683,226,East 75th Street,residential,False,N/A,225.92
683,685,216,East 75th Street,residential,True,N/A,216.27
683,686,81,York Avenue,secondary,False,N/A,81.15
686,683,81,York Avenue,secondary,False,N/A,81.15
683,681,81,York Avenue,secondary,False,N/A,81.01
681,683,81,York Avenue,secondary,False,N/A,81.01
686,687,219,East 76th Street,residential,False,N/A,218.55
687,686,219,East 76th Street,residential,False,N/A,218.55
686,688,81,York Avenue,secondary,False,N/A,80.80
688,686,81,York Avenue,secondary,False,N/A,80.80
686,683,81,York Avenue,secondary,False,N/A,81.15
683,686,81,York Avenue,secondary,False,N/A,81.15
688,248,223,"['East 77th Street', 'Cherokee Place']",residential,True,25 mph,222.87
688,689,215,East 77th Street,residential,True,25 mph,214.98
688,690,80,York Avenue,secondary,False,N/A,80.13
690,688,80,York Avenue,secondary,False,N/A,80.13
688,686,81,York Avenue,secondary,False,N/A,80.80
686,688,81,York Avenue,secondary,False,N/A,80.80
